BioSample	Experiment	LoadDate	MBases	MBytes	Organism	Run	SRA_Sample	Sample_Name	geo_loc_name	label	sex	strain	Assay_Type	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Platform	ReleaseDate	SRA_Study
SAMN02596336	SRX457288	2014-01-31	195	118	Apis mellifera	SRR1152452	SRS549676	Ammel_14_20111003	Norway	14	female	A. m. mellifera	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596336	SRX457288	2014-01-31	148	88	Apis mellifera	SRR1152453	SRS549676	Ammel_14_20111003	Norway	14	female	A. m. mellifera	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596336	SRX457288	2014-01-31	198	121	Apis mellifera	SRR1152454	SRS549676	Ammel_14_20111003	Norway	14	female	A. m. mellifera	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596336	SRX457288	2014-01-31	183	114	Apis mellifera	SRR1152455	SRS549676	Ammel_14_20111003	Norway	14	female	A. m. mellifera	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596336	SRX457288	2014-02-01	2420	1769	Apis mellifera	SRR1152456	SRS549676	Ammel_14_20111003	Norway	14	female	A. m. mellifera	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596336	SRX457288	2014-02-01	2436	1789	Apis mellifera	SRR1152457	SRS549676	Ammel_14_20111003	Norway	14	female	A. m. mellifera	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596336	SRX457288	2014-02-02	5384	4036	Apis mellifera	SRR1152458	SRS549676	Ammel_14_20111003	Norway	14	female	A. m. mellifera	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596337	SRX457289	2014-01-31	219	137	Apis mellifera	SRR1152459	SRS549677	Ammel_15_20111003	Norway	15	female	A. m. mellifera	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596337	SRX457289	2014-01-31	199	121	Apis mellifera	SRR1152460	SRS549677	Ammel_15_20111003	Norway	15	female	A. m. mellifera	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596337	SRX457289	2014-01-31	210	128	Apis mellifera	SRR1152461	SRS549677	Ammel_15_20111003	Norway	15	female	A. m. mellifera	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596337	SRX457289	2014-01-31	159	95	Apis mellifera	SRR1152462	SRS549677	Ammel_15_20111003	Norway	15	female	A. m. mellifera	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596337	SRX457289	2014-01-31	214	131	Apis mellifera	SRR1152463	SRS549677	Ammel_15_20111003	Norway	15	female	A. m. mellifera	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596337	SRX457289	2014-01-31	195	122	Apis mellifera	SRR1152464	SRS549677	Ammel_15_20111003	Norway	15	female	A. m. mellifera	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596338	SRX457290	2014-01-31	173	107	Apis mellifera	SRR1152465	SRS549678	Amcar_CR1_20111017	Austria	CR1	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596338	SRX457290	2014-01-31	161	98	Apis mellifera	SRR1152466	SRS549678	Amcar_CR1_20111017	Austria	CR1	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596338	SRX457290	2014-01-31	168	101	Apis mellifera	SRR1152467	SRS549678	Amcar_CR1_20111017	Austria	CR1	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596338	SRX457290	2014-01-31	126	75	Apis mellifera	SRR1152468	SRS549678	Amcar_CR1_20111017	Austria	CR1	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596338	SRX457290	2014-01-31	171	104	Apis mellifera	SRR1152469	SRS549678	Amcar_CR1_20111017	Austria	CR1	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596338	SRX457290	2014-01-31	162	100	Apis mellifera	SRR1152470	SRS549678	Amcar_CR1_20111017	Austria	CR1	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596339	SRX457291	2014-01-31	2218	1672	Apis mellifera	SRR1152471	SRS549679	Amcar_CR2_20111017	Austria	CR2	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596339	SRX457291	2014-01-31	163	101	Apis mellifera	SRR1152472	SRS549679	Amcar_CR2_20111017	Austria	CR2	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596339	SRX457291	2014-01-31	155	95	Apis mellifera	SRR1152473	SRS549679	Amcar_CR2_20111017	Austria	CR2	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596339	SRX457291	2014-01-31	165	101	Apis mellifera	SRR1152474	SRS549679	Amcar_CR2_20111017	Austria	CR2	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596339	SRX457291	2014-01-31	129	78	Apis mellifera	SRR1152475	SRS549679	Amcar_CR2_20111017	Austria	CR2	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596339	SRX457291	2014-01-31	156	96	Apis mellifera	SRR1152476	SRS549679	Amcar_CR2_20111017	Austria	CR2	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596339	SRX457291	2014-01-31	145	91	Apis mellifera	SRR1152477	SRS549679	Amcar_CR2_20111017	Austria	CR2	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596339	SRX457291	2014-02-01	2964	2162	Apis mellifera	SRR1152478	SRS549679	Amcar_CR2_20111017	Austria	CR2	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596339	SRX457291	2014-02-01	2985	2189	Apis mellifera	SRR1152479	SRS549679	Amcar_CR2_20111017	Austria	CR2	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596339	SRX457291	2014-02-02	6412	4794	Apis mellifera	SRR1152480	SRS549679	Amcar_CR2_20111017	Austria	CR2	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596340	SRX457292	2014-01-31	214	134	Apis mellifera	SRR1152481	SRS549680	Amcar_CR3_20111017	Austria	CR3	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596340	SRX457292	2014-01-31	197	120	Apis mellifera	SRR1152482	SRS549680	Amcar_CR3_20111017	Austria	CR3	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596340	SRX457292	2014-01-31	206	125	Apis mellifera	SRR1152483	SRS549680	Amcar_CR3_20111017	Austria	CR3	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596340	SRX457292	2014-01-31	156	93	Apis mellifera	SRR1152484	SRS549680	Amcar_CR3_20111017	Austria	CR3	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596340	SRX457292	2014-01-31	211	130	Apis mellifera	SRR1152485	SRS549680	Amcar_CR3_20111017	Austria	CR3	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596340	SRX457292	2014-01-31	191	120	Apis mellifera	SRR1152486	SRS549680	Amcar_CR3_20111017	Austria	CR3	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596341	SRX457293	2014-01-31	386	237	Apis mellifera	SRR1152487	SRS549681	Amcar_CR4_20111017	Austria	CR4	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596341	SRX457293	2014-01-31	394	237	Apis mellifera	SRR1152488	SRS549681	Amcar_CR4_20111017	Austria	CR4	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596341	SRX457293	2014-01-31	387	232	Apis mellifera	SRR1152489	SRS549681	Amcar_CR4_20111017	Austria	CR4	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596341	SRX457293	2014-01-31	305	180	Apis mellifera	SRR1152490	SRS549681	Amcar_CR4_20111017	Austria	CR4	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596341	SRX457293	2014-01-31	381	230	Apis mellifera	SRR1152491	SRS549681	Amcar_CR4_20111017	Austria	CR4	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596341	SRX457293	2014-01-31	380	233	Apis mellifera	SRR1152492	SRS549681	Amcar_CR4_20111017	Austria	CR4	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596342	SRX457294	2014-01-31	177	111	Apis mellifera	SRR1152493	SRS549682	Amcar_CR5_20111017	Austria	CR5	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596342	SRX457294	2014-01-31	162	99	Apis mellifera	SRR1152494	SRS549682	Amcar_CR5_20111017	Austria	CR5	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596342	SRX457294	2014-01-31	170	103	Apis mellifera	SRR1152495	SRS549682	Amcar_CR5_20111017	Austria	CR5	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596342	SRX457294	2014-01-31	129	77	Apis mellifera	SRR1152496	SRS549682	Amcar_CR5_20111017	Austria	CR5	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596342	SRX457294	2014-01-31	173	106	Apis mellifera	SRR1152497	SRS549682	Amcar_CR5_20111017	Austria	CR5	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596342	SRX457294	2014-01-31	156	98	Apis mellifera	SRR1152498	SRS549682	Amcar_CR5_20111017	Austria	CR5	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596343	SRX457295	2014-01-31	243	151	Apis mellifera	SRR1152499	SRS549683	Amcar_CR6_20111017	Austria	CR6	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596343	SRX457295	2014-01-31	221	135	Apis mellifera	SRR1152500	SRS549683	Amcar_CR6_20111017	Austria	CR6	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596343	SRX457295	2014-01-31	233	142	Apis mellifera	SRR1152501	SRS549683	Amcar_CR6_20111017	Austria	CR6	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596343	SRX457295	2014-01-31	173	103	Apis mellifera	SRR1152502	SRS549683	Amcar_CR6_20111017	Austria	CR6	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596343	SRX457295	2014-01-31	236	145	Apis mellifera	SRR1152503	SRS549683	Amcar_CR6_20111017	Austria	CR6	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596343	SRX457295	2014-01-31	219	136	Apis mellifera	SRR1152504	SRS549683	Amcar_CR6_20111017	Austria	CR6	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596344	SRX457296	2014-01-31	264	162	Apis mellifera	SRR1152505	SRS549684	Amcar_CR7_20111017	Austria	CR7	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596344	SRX457296	2014-01-31	251	151	Apis mellifera	SRR1152506	SRS549684	Amcar_CR7_20111017	Austria	CR7	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596344	SRX457296	2014-01-31	260	156	Apis mellifera	SRR1152507	SRS549684	Amcar_CR7_20111017	Austria	CR7	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596344	SRX457296	2014-01-31	196	117	Apis mellifera	SRR1152508	SRS549684	Amcar_CR7_20111017	Austria	CR7	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596344	SRX457296	2014-01-31	263	159	Apis mellifera	SRR1152509	SRS549684	Amcar_CR7_20111017	Austria	CR7	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596344	SRX457296	2014-01-31	246	152	Apis mellifera	SRR1152510	SRS549684	Amcar_CR7_20111017	Austria	CR7	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596345	SRX457297	2014-01-31	197	123	Apis mellifera	SRR1152511	SRS549685	Amcar_CR8_20111017	Austria	CR8	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596345	SRX457297	2014-01-31	180	110	Apis mellifera	SRR1152512	SRS549685	Amcar_CR8_20111017	Austria	CR8	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596345	SRX457297	2014-01-31	191	116	Apis mellifera	SRR1152513	SRS549685	Amcar_CR8_20111017	Austria	CR8	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596345	SRX457297	2014-01-31	143	86	Apis mellifera	SRR1152514	SRS549685	Amcar_CR8_20111017	Austria	CR8	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596345	SRX457297	2014-01-31	185	113	Apis mellifera	SRR1152515	SRS549685	Amcar_CR8_20111017	Austria	CR8	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596345	SRX457297	2014-01-31	177	110	Apis mellifera	SRR1152516	SRS549685	Amcar_CR8_20111017	Austria	CR8	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596346	SRX457298	2014-01-31	193	120	Apis mellifera	SRR1152517	SRS549686	Amcar_CR9_20111017	Austria	CR9	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596346	SRX457298	2014-01-31	179	109	Apis mellifera	SRR1152518	SRS549686	Amcar_CR9_20111017	Austria	CR9	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596346	SRX457298	2014-01-31	190	115	Apis mellifera	SRR1152519	SRS549686	Amcar_CR9_20111017	Austria	CR9	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596346	SRX457298	2014-01-31	144	86	Apis mellifera	SRR1152520	SRS549686	Amcar_CR9_20111017	Austria	CR9	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596346	SRX457298	2014-01-31	195	119	Apis mellifera	SRR1152521	SRS549686	Amcar_CR9_20111017	Austria	CR9	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596346	SRX457298	2014-01-31	181	113	Apis mellifera	SRR1152522	SRS549686	Amcar_CR9_20111017	Austria	CR9	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596347	SRX457299	2014-01-31	148	91	Apis mellifera	SRR1152523	SRS549687	Amcar_CR10_20111017	Austria	CR10	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596347	SRX457299	2014-01-31	135	82	Apis mellifera	SRR1152524	SRS549687	Amcar_CR10_20111017	Austria	CR10	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596347	SRX457299	2014-01-31	146	87	Apis mellifera	SRR1152525	SRS549687	Amcar_CR10_20111017	Austria	CR10	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596347	SRX457299	2014-01-31	106	63	Apis mellifera	SRR1152526	SRS549687	Amcar_CR10_20111017	Austria	CR10	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596347	SRX457299	2014-01-31	146	89	Apis mellifera	SRR1152527	SRS549687	Amcar_CR10_20111017	Austria	CR10	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596347	SRX457299	2014-01-31	134	83	Apis mellifera	SRR1152528	SRS549687	Amcar_CR10_20111017	Austria	CR10	female	A. m. carnica	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596348	SRX457300	2014-01-31	125	78	Apis mellifera	SRR1152529	SRS549688	Amafr_1B_20111222	Brazil	1B	female	Africanized	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
