BioSample	Experiment	LoadDate	MBases	MBytes	Organism	Run	SRA_Sample	Sample_Name	geo_loc_name	label	sex	strain	Assay_Type	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Platform	ReleaseDate	SRA_Study
SAMN02596357	SRX457309	2014-01-31	398	246	Apis mellifera	SRR1152588	SRS549697	Amafr_10A_20111212	Brazil	10A	female	Africanized	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596358	SRX457310	2014-02-01	170	105	Apis mellifera	SRR1152589	SRS549698	Amhyg_4H_20111102	USA	4H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596358	SRX457310	2014-02-01	166	101	Apis mellifera	SRR1152590	SRS549698	Amhyg_4H_20111102	USA	4H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596358	SRX457310	2014-02-01	166	102	Apis mellifera	SRR1152591	SRS549698	Amhyg_4H_20111102	USA	4H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596358	SRX457310	2014-02-01	162	99	Apis mellifera	SRR1152592	SRS549698	Amhyg_4H_20111102	USA	4H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596358	SRX457310	2014-02-01	166	102	Apis mellifera	SRR1152593	SRS549698	Amhyg_4H_20111102	USA	4H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596358	SRX457310	2014-02-01	165	104	Apis mellifera	SRR1152594	SRS549698	Amhyg_4H_20111102	USA	4H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596359	SRX457311	2014-02-01	187	115	Apis mellifera	SRR1152595	SRS549699	Amhyg_5H_20111102	USA	5H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596359	SRX457311	2014-02-01	187	113	Apis mellifera	SRR1152596	SRS549699	Amhyg_5H_20111102	USA	5H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596359	SRX457311	2014-02-01	180	109	Apis mellifera	SRR1152597	SRS549699	Amhyg_5H_20111102	USA	5H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596359	SRX457311	2014-02-01	171	104	Apis mellifera	SRR1152598	SRS549699	Amhyg_5H_20111102	USA	5H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596359	SRX457311	2014-02-01	175	107	Apis mellifera	SRR1152599	SRS549699	Amhyg_5H_20111102	USA	5H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596359	SRX457311	2014-02-01	179	112	Apis mellifera	SRR1152600	SRS549699	Amhyg_5H_20111102	USA	5H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596360	SRX457312	2014-02-01	232	142	Apis mellifera	SRR1152601	SRS549700	Amhyg_7H_20111102	USA	7H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596360	SRX457312	2014-02-01	234	140	Apis mellifera	SRR1152602	SRS549700	Amhyg_7H_20111102	USA	7H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596360	SRX457312	2014-02-01	229	139	Apis mellifera	SRR1152603	SRS549700	Amhyg_7H_20111102	USA	7H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596360	SRX457312	2014-02-01	219	132	Apis mellifera	SRR1152604	SRS549700	Amhyg_7H_20111102	USA	7H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596360	SRX457312	2014-02-01	224	136	Apis mellifera	SRR1152605	SRS549700	Amhyg_7H_20111102	USA	7H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596360	SRX457312	2014-02-01	228	142	Apis mellifera	SRR1152606	SRS549700	Amhyg_7H_20111102	USA	7H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596361	SRX457313	2014-02-01	233	143	Apis mellifera	SRR1152607	SRS549701	Amhyg_8H_20111102	USA	8H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596361	SRX457313	2014-02-01	225	136	Apis mellifera	SRR1152608	SRS549701	Amhyg_8H_20111102	USA	8H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596361	SRX457313	2014-02-01	227	138	Apis mellifera	SRR1152609	SRS549701	Amhyg_8H_20111102	USA	8H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596361	SRX457313	2014-02-01	217	131	Apis mellifera	SRR1152610	SRS549701	Amhyg_8H_20111102	USA	8H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596361	SRX457313	2014-02-01	223	136	Apis mellifera	SRR1152611	SRS549701	Amhyg_8H_20111102	USA	8H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596361	SRX457313	2014-02-01	224	140	Apis mellifera	SRR1152612	SRS549701	Amhyg_8H_20111102	USA	8H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596362	SRX457314	2014-02-01	214	132	Apis mellifera	SRR1152613	SRS549702	Amhyg_9H_20111102	USA	9H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596362	SRX457314	2014-02-01	215	131	Apis mellifera	SRR1152614	SRS549702	Amhyg_9H_20111102	USA	9H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596362	SRX457314	2014-02-01	207	126	Apis mellifera	SRR1152615	SRS549702	Amhyg_9H_20111102	USA	9H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596362	SRX457314	2014-02-01	200	122	Apis mellifera	SRR1152616	SRS549702	Amhyg_9H_20111102	USA	9H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596362	SRX457314	2014-02-01	204	125	Apis mellifera	SRR1152617	SRS549702	Amhyg_9H_20111102	USA	9H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596362	SRX457314	2014-02-01	205	129	Apis mellifera	SRR1152618	SRS549702	Amhyg_9H_20111102	USA	9H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596363	SRX457315	2014-02-01	272	165	Apis mellifera	SRR1152619	SRS549703	Amhyg_17H_20111102	USA	17H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596363	SRX457315	2014-02-01	269	160	Apis mellifera	SRR1152620	SRS549703	Amhyg_17H_20111102	USA	17H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596363	SRX457315	2014-02-01	262	158	Apis mellifera	SRR1152621	SRS549703	Amhyg_17H_20111102	USA	17H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596363	SRX457315	2014-02-01	255	153	Apis mellifera	SRR1152622	SRS549703	Amhyg_17H_20111102	USA	17H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596363	SRX457315	2014-02-01	263	158	Apis mellifera	SRR1152623	SRS549703	Amhyg_17H_20111102	USA	17H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596363	SRX457315	2014-02-01	263	162	Apis mellifera	SRR1152624	SRS549703	Amhyg_17H_20111102	USA	17H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596364	SRX457316	2014-02-01	300	182	Apis mellifera	SRR1152625	SRS549704	Amhyg_21H_20111102	USA	21H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596364	SRX457316	2014-02-01	293	175	Apis mellifera	SRR1152626	SRS549704	Amhyg_21H_20111102	USA	21H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596364	SRX457316	2014-02-01	293	176	Apis mellifera	SRR1152627	SRS549704	Amhyg_21H_20111102	USA	21H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596364	SRX457316	2014-02-01	277	166	Apis mellifera	SRR1152628	SRS549704	Amhyg_21H_20111102	USA	21H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596364	SRX457316	2014-02-01	285	171	Apis mellifera	SRR1152629	SRS549704	Amhyg_21H_20111102	USA	21H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596364	SRX457316	2014-02-01	289	178	Apis mellifera	SRR1152630	SRS549704	Amhyg_21H_20111102	USA	21H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596365	SRX457317	2014-02-01	277	168	Apis mellifera	SRR1152631	SRS549705	Amhyg_22H_20111102	USA	22H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596365	SRX457317	2014-02-01	266	159	Apis mellifera	SRR1152632	SRS549705	Amhyg_22H_20111102	USA	22H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596365	SRX457317	2014-02-01	271	163	Apis mellifera	SRR1152633	SRS549705	Amhyg_22H_20111102	USA	22H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596365	SRX457317	2014-02-01	259	156	Apis mellifera	SRR1152634	SRS549705	Amhyg_22H_20111102	USA	22H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596365	SRX457317	2014-02-01	269	162	Apis mellifera	SRR1152635	SRS549705	Amhyg_22H_20111102	USA	22H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596365	SRX457317	2014-02-01	271	167	Apis mellifera	SRR1152636	SRS549705	Amhyg_22H_20111102	USA	22H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596366	SRX457318	2014-02-01	228	139	Apis mellifera	SRR1152637	SRS549706	Amhyg_23H_20111102	USA	23H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596366	SRX457318	2014-02-01	222	133	Apis mellifera	SRR1152638	SRS549706	Amhyg_23H_20111102	USA	23H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596366	SRX457318	2014-02-01	220	133	Apis mellifera	SRR1152639	SRS549706	Amhyg_23H_20111102	USA	23H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596366	SRX457318	2014-02-01	211	127	Apis mellifera	SRR1152640	SRS549706	Amhyg_23H_20111102	USA	23H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596366	SRX457318	2014-02-01	218	132	Apis mellifera	SRR1152641	SRS549706	Amhyg_23H_20111102	USA	23H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596366	SRX457318	2014-02-01	221	137	Apis mellifera	SRR1152642	SRS549706	Amhyg_23H_20111102	USA	23H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596367	SRX457319	2014-02-01	281	171	Apis mellifera	SRR1152643	SRS549707	Amhyg_30H_20111102	USA	30H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596367	SRX457319	2014-02-01	276	165	Apis mellifera	SRR1152644	SRS549707	Amhyg_30H_20111102	USA	30H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596367	SRX457319	2014-02-01	271	163	Apis mellifera	SRR1152645	SRS549707	Amhyg_30H_20111102	USA	30H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596367	SRX457319	2014-02-01	261	157	Apis mellifera	SRR1152646	SRS549707	Amhyg_30H_20111102	USA	30H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596367	SRX457319	2014-02-01	271	163	Apis mellifera	SRR1152647	SRS549707	Amhyg_30H_20111102	USA	30H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596367	SRX457319	2014-02-01	273	168	Apis mellifera	SRR1152648	SRS549707	Amhyg_30H_20111102	USA	30H	female	US domestic	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596368	SRX457320	2014-01-31	2609	1959	Apis mellifera	SRR1152649	SRS549708	Amana_A3A_20111012	Turkey	A3A	female	A. m. anatoliaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596368	SRX457320	2014-02-01	3602	2617	Apis mellifera	SRR1152650	SRS549708	Amana_A3A_20111012	Turkey	A3A	female	A. m. anatoliaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596368	SRX457320	2014-02-01	3711	2710	Apis mellifera	SRR1152651	SRS549708	Amana_A3A_20111012	Turkey	A3A	female	A. m. anatoliaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596368	SRX457320	2014-02-01	148	91	Apis mellifera	SRR1152652	SRS549708	Amana_A3A_20111012	Turkey	A3A	female	A. m. anatoliaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596368	SRX457320	2014-02-01	142	85	Apis mellifera	SRR1152653	SRS549708	Amana_A3A_20111012	Turkey	A3A	female	A. m. anatoliaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596368	SRX457320	2014-02-01	142	86	Apis mellifera	SRR1152654	SRS549708	Amana_A3A_20111012	Turkey	A3A	female	A. m. anatoliaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596368	SRX457320	2014-02-01	136	82	Apis mellifera	SRR1152655	SRS549708	Amana_A3A_20111012	Turkey	A3A	female	A. m. anatoliaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596368	SRX457320	2014-02-01	140	85	Apis mellifera	SRR1152656	SRS549708	Amana_A3A_20111012	Turkey	A3A	female	A. m. anatoliaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596368	SRX457320	2014-02-01	143	89	Apis mellifera	SRR1152657	SRS549708	Amana_A3A_20111012	Turkey	A3A	female	A. m. anatoliaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596368	SRX457320	2014-02-02	7917	5888	Apis mellifera	SRR1152658	SRS549708	Amana_A3A_20111012	Turkey	A3A	female	A. m. anatoliaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596369	SRX457321	2014-02-01	171	104	Apis mellifera	SRR1152659	SRS549709	Amana_A2B_20111130	Turkey	A2B	female	A. m. anatoliaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596369	SRX457321	2014-02-01	190	113	Apis mellifera	SRR1152660	SRS549709	Amana_A2B_20111130	Turkey	A2B	female	A. m. anatoliaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596369	SRX457321	2014-02-01	176	106	Apis mellifera	SRR1152661	SRS549709	Amana_A2B_20111130	Turkey	A2B	female	A. m. anatoliaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596369	SRX457321	2014-02-01	176	105	Apis mellifera	SRR1152662	SRS549709	Amana_A2B_20111130	Turkey	A2B	female	A. m. anatoliaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596369	SRX457321	2014-02-01	176	106	Apis mellifera	SRR1152663	SRS549709	Amana_A2B_20111130	Turkey	A2B	female	A. m. anatoliaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596369	SRX457321	2014-02-01	172	106	Apis mellifera	SRR1152664	SRS549709	Amana_A2B_20111130	Turkey	A2B	female	A. m. anatoliaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596370	SRX457322	2014-02-01	279	170	Apis mellifera	SRR1152665	SRS549710	Amana_AN1_20111204	Turkey	AN1	female	A. m. anatoliaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
SAMN02596370	SRX457322	2014-02-01	276	165	Apis mellifera	SRR1152666	SRS549710	Amana_AN1_20111204	Turkey	AN1	female	A. m. anatoliaca	WGS	75	PRJNA236426	UPPSALA UNIVERSITY	public	sra	ncbi	0	AB 5500xl Genetic Analyzer	SINGLE	RANDOM	GENOMIC	ABI_SOLID	2014-07-23	SRP036072
